#  New York 36-Month Period Maximum Temperature
# Units: Degrees Fahrenheit
Date,Value
202401,57.4
202402,57.6
202403,57.6
202404,57.6
202405,57.7
202406,57.7
202407,57.9
202408,57.8
202409,57.8
202410,57.8
202411,57.9
202412,57.8
202501,57.8
202502,57.7
202503,57.8
202504,57.9
202505,57.7
202506,57.7
202507,57.8
202508,57.7
202509,57.8
202510,57.8
202511,57.6
202512,57.5
202601,57.2
202602,57
202603,57.1
