#  Texas 36-Month Period Maximum Temperature
# Units: Degrees Fahrenheit
Date,Value
202401,79.3
202402,79.7
202403,79.7
202404,79.8
202405,80
202406,80.1
202407,80.1
202408,80.3
202409,80.2
202410,80.4
202411,80.4
202412,80.3
202501,80.1
202502,80.3
202503,80.4
202504,80.4
202505,80.2
202506,80.1
202507,79.9
202508,79.9
202509,79.9
202510,80.1
202511,80.4
202512,80.6
202601,80.5
202602,80.7
202603,80.9
