#  Illinois 36-Month Period Maximum Temperature
# Units: Degrees Fahrenheit
Date,Value
202401,63.7
202402,64.3
202403,64.4
202404,64.4
202405,64.6
202406,64.6
202407,64.6
202408,64.6
202409,64.6
202410,64.7
202411,64.8
202412,64.5
202501,64.5
202502,64.5
202503,64.7
202504,64.9
202505,64.8
202506,64.7
202507,64.8
202508,64.8
202509,64.9
202510,65
202511,65
202512,65.1
202601,64.8
202602,64.8
202603,65.1
